SOYAD, SAYI
KUCUKKAYA,4225
GULAY,4225
APAK,4223
TUR,4223
BULAT,4213
DELEN,4212
OLGAC,4212
CAPKIN,4209
TOPKAYA,4208
DAVULCU,4199
BUCAK,4196
SARUHAN,4193
TURKMENOGLU,4193
UNCU,4190
CERCI,4189
LAFCI,4184
MERSIN,4173
PARMAKSIZ,4172
KARACAY,4171
TANDOGAN,4169
YUCEDAG,4168
DOGDU,4167
KARALAR,4166
BURAN,4162
ERCETIN,4161
MAZLUM,4161
ISBILIR,4157
AKHAN,4155
YAMAK,4149
TASKAN,4148
ASKAR,4142
SAHINKAYA,4141
CUKUR,4140
OYMAK,4138
BILDIK,4137
ALAKUS,4131
ICEN,4130
DILBER,4129
VARLIK,4126
DEGERLI,4125
EKIM,4121
KAYACI,4121
BOR,4119
SUNGU,4114
ISLEYEN,4112
EDIS,4102
CAYMAZ,4101
VURGUN,4101
ARSLANTURK,4093
ALTUNKAYNAK,4090
TEKBAS,4089
PINARBASI,4084
ALAY,4083
KARGI,4076
KIRICI,4067
ONAR,4065
SECGIN,4060
HAS,4059
CAMLI,4059
AYRANCI,4058
ISPIR,4053
GUNGORDU,4053
MENTESE,4046
COMAK,4044
SARAL,4040
GORMUS,4040
SUZER,4038
SIMSIR,4038
AKAGUNDUZ,4034
SENSES,4016
ALVER,4016
PARLAR,4016
SARICICEK,4014
TUZCU,4001
GULTEPE,4000
OZTUNC,4000
SERTTAS,3999
KOCHAN,3991
US,3989
GOZ,3983
CUHADAR,3978
CANDIR,3977
OZPOLAT,3973
YENICE,3968
CAGATAY,3967
ORDEK,3967
AYCAN,3960
BICICI,3958
OTER,3957
ANIL,3955
SEVIL,3954
AKIL,3946
PALTA,3941
ELBIR,3940
OMUR,3940
KIVANC,3937
KARAKULAK,3935
MAVI,3934
CIHANGIR,3932
AZAK,3931
KANMAZ,3927
AKCIN,3926
ATILLA,3926
SU,3925
OZGAN,3923
YESILTAS,3919
KILAVUZ,3916
SAMANCI,3902
DINCEL,3898
SIVRIKAYA,3897
GOCEN,3895
AKIS,3892
GOZEN,3891
EMEK,3886
CELIKKOL,3884
BURHAN,3884
KUMAS,3875
BASYIGIT,3869
CIFTCIOGLU,3864
AR,3862
DILMEN,3861
KURKCU,3851
BUGDAY,3849
TAVSAN,3840
BAYTAR,3832
GULTEN,3832
ILGUN,3831
DUZEN,3831
BACAKSIZ,3828
OZDAG,3826
BIBER,3822
ACIL,3812
KECELI,3812
BAYKUS,3812
AKPOLAT,3806
OZGER,3790
ECER,3790
BATI,3789
ALTUNDAL,3788
ERAT,3783
OGE,3782
KOPRULU,3781
OCALAN,3781
SINCAR,3780
DEVELI,3778
DIK,3776
AYDAR,3769
PEKSEN,3769
KUM,3766
YUREK,3764
KOZAK,3761
KARABUDAK,3758
SUT,3751
OZDAL,3750
TAYFUR,3750
CAKIL,3748
AGIRBAS,3746
CANSEVER,3733
YILAN,3732
BABAT,3731
TOPAC,3719
OZOGUL,3717
GULBAHAR,3716
YIGITER,3714
SALIK,3713
OZGENC,3713
PAMUKCU,3712
DILMAC,3712
TUTUS,3710
YEGEN,3709
CATALKAYA,3706
ATCI,3703
DEMIRALP,3702
ESKIN,3699
OZSAHIN,3698
TASLI,3694
ERIK,3693
TOPAK,3691
KAVAL,3688
SENOCAK,3682
GULOGLU,3679
UCKUN,3679
ERSEN,3672
MUT,3669
SINAN,3666
USTUNER,3665
YANMAZ,3664
ULUCAN,3654
DENLI,3653
KILCI,3651
ERHAN,3650
KURAN,3650
AKTUG,3646
DIKEN,3643
UNALDI,3643
KAVLAK,3640
TULU,3626
ERGUVEN,3625
OVALI,3625
COSKUNER,3622
OKTAR,3619
KIZILASLAN,3618
YAGAN,3618
KESIK,3616
EGILMEZ,3615
ALTUNKAYA,3613
GUDEN,3612
PALAZ,3609
DELICE,3608
GECGEL,3607
TANIR,3604
GONCU,3603
GULENC,3599
YAKIN,3597
NISANCI,3596
CAKI,3595
KISACIK,3593
OKUYUCU,3592
OZYIGIT,3589
KAMACI,3586
KELLECI,3586
NOYAN,3583
EVIN,3575
FIRTINA,3575
KORKUSUZ,3569
BIRGUL,3567
NAYIR,3564
GENCAY,3563
EVRAN,3557
DARICI,3554
KOSKER,3553
DEMIRALAY,3549
BARAK,3548
TEKES,3548
BEBEK,3547
KARACAOGLU,3545
CELIKTAS,3544
BOREKCI,3536
OZBAKIR,3535
SENKAL,3534
AKDERE,3529
AVAN,3523
ELIK,3520
ALIM,3517
ODUNCU,3513
BAGIS,3513
ALTUNER,3512
YESILBAS,3512
KANLI,3511
KANSU,3507
TEZER,3505
KULOGLU,3501
ALTINOZ,3498
OZEREN,3495
SEVGILI,3495
ES,3493
CELIKTEN,3485
TAY,3482
KABAN,3482
DALMIS,3482
KAMA,3476
SABAN,3470
BAHTIYAR,3470
UZAN,3468
ALBAY,3468
KIZILTEPE,3464
YALIM,3463
ARACI,3461
BARIN,3460
GERGIN,3459
CANAKCI,3459
DAGHAN,3458
OZKILIC,3457
TOPSAKAL,3450
ERCIYAS,3449
SARICAM,3448
KOCATEPE,3443
CEKEN,3442
KILINCARSLAN,3442
CETINEL,3438
PEHLIVANOGLU,3437
SENYURT,3437
AZGIN,3432
OZDEM,3430
ATAKAN,3430
ISLAMOGLU,3429
SAZAK,3428
COL,3428
TUTKUN,3427
KAYAHAN,3424
KAYALAR,3423
GOR,3419
YUZER,3411
YORGUN,3407
GELEN,3406
YAY,3402
ARMUT,3400
KALA,3399
KEMER,3398
YOKUS,3395
SULUN,3394
TIGLI,3392
BELLI,3391
TEMIZKAN,3385
MORKOC,3385
KIRCI,3383
KALAYCIOGLU,3373
KESIM,3373
YALNIZ,3373
DIRICAN,3371
EREZ,3366
TURSUN,3364
AYKURT,3363
AYNA,3361
ORUN,3360
DIRI,3359
DEMIRDAG,3359
BASKIN,3359
SOYER,3350
AGAOGLU,3349
UCUNCU,3348
UMUT,3346
KINACI,3339
BALA,3335
ADANIR,3329
EDIZ,3324
ALTUNOK,3321
DEMIRELLI,3321
TARI,3319
ICLI,3318
AYKANAT,3317
KARDES,3317
DAGLAR,3317
ALTINKAYNAK,3316
SENOGLU,3308
KOKER,3307
UNUVAR,3307
SUREN,3306
ONEY,3305
NUR,3305
ISERI,3305
AKOGLU,3303
KENDIR,3303
TUKENMEZ,3300
BIRICIK,3291
AYDINOGLU,3291
BIRLIK,3290
CILDIR,3288
ULUC,3287
AKSEL,3286
AKBUDAK,3285
KUNDAKCI,3283
KONCA,3281
PETEK,3278
DASCI,3278
KIRAL,3277
ONUK,3274
BUGDAYCI,3267
BESLI,3266
AZMAN,3259
KURUOGLU,3259
CAGDAS,3254
KUBAT,3252
GORAL,3252
TABAN,3251
TURA,3250
GULCU,3249
CEKER,3248
CELIKBAS,3245
SARP,3242
KANTARCI,3238
TAT,3237
ALTINEL,3232
SARIBOGA,3226
ATALAR,3224
DAGLIOGLU,3221
YASAK,3220
AYTAN,3219
ALTUNSOY,3219
IS,3219
GOZUBUYUK,3216
ANAR,3216
KIRMIZIGUL,3209
ABALI,3209
ARPA,3208
KAVALCI,3207
PEKCAN,3206
OZOGLU,3204
SANDAL,3203
KOLE,3198
ISILDAK,3196
SAATCI,3196
KARATEKIN,3194
MEMISOGLU,3193
BEYAZIT,3192
KIYMAZ,3191
HIZLI,3189
AKAT,3189
TORLAK,3187
KOCABAY,3186
OZDAS,3182
SUMBUL,3180
DOGRUYOL,3179
OZCETIN,3179
OGURLU,3175
TEMIR,3173
BILIK,3171
BIRDAL,3171
BAYIK,3171
CALLI,3171
COMEZ,3169
ADAR,3167
GOKAY,3166
KELESOGLU,3166
CILEK,3161
AKBOGA,3157
AKYAR,3157
OSMANOGLU,3148
ARAR,3147
ALIC,3143
KIZILBOGA,3141
OZTOP,3140
NALBANTOGLU,3140
TORE,3137
CATALBAS,3136
BAKIS,3130
DOGRUL,3125
ERGENC,3122
CANSU,3120
AYAYDIN,3116
ARAN,3115
YAR,3114
MISIR,3113
IMRE,3111
KOCAGOZ,3111
ALTINER,3109
KARS,3101
IPEKCI,3100
SENLIK,3100
ORAKCI,3098
ZAFER,3097
KILLI,3096
BABAOGLU,3091
HORUZ,3090
BOZOK,3082
AKSOZ,3082
KARACALI,3081
CANBULAT,3081
CALIM,3079
YUCESOY,3078
CELIKKAYA,3078
UCER,3077
BENEK,3074
SOYDAS,3074
AKCIL,3072
KAMAN,3072
TAVUKCU,3070
SUSAM,3070
GULES,3066
SAYIM,3063
SECER,3063
KIRTAY,3062
DOLGUN,3056
CEREN,3053
ARMAN,3047
TUG,3042
ALTINTOP,3039
YAZAN,3034
ALMAZ,3031
AKTI,3030
SONER,3030
AKALAN,3030
SENYUZ,3030
CORBACI,3029
COSAN,3029
YENIAY,3027
DOGRUER,3026
IRI,3025
BAGLAN,3024
GOKOGLU,3023
DEMIRYUREK,3022
PEKEL,3022
DERTLI,3019
TAPAN,3019
GURSU,3019
ABI,3018
CILGIN,3017
AFSIN,3016
GOKSEN,3015
GUDUCU,3015
DOGANER,3012
YIGITOGLU,3012
TUREDI,3011
ACIKALIN,3011
UYMAZ,3010
DEMIRAG,3008
KURTARAN,3007
RENCBER,3005
KORPE,3005
INCEKARA,3004
CARDAK,3004
ERDURAN,3003
SALTAN,3003
KINA,3002
DENGIZ,3001
KOPUZ,2999
DENIZLI,2995
YELKEN,2992
ASKAN,2992
OZDER,2990
AKGOL,2990
KATI,2989
EYUPOGLU,2989
SARISOY,2988
BOZYEL,2987
TASGIN,2986
BAYCAN,2984
DAGASAN,2983
AKTAR,2983
DILBAZ,2980
TASKESEN,2980
ORCAN,2977
ERSAHIN,2977
GIRAY,2974
KUTUKCU,2971
DEMIRSOY,2970
CANDAR,2970
ADIBELLI,2970
KOCAN,2969
AKCICEK,2968
KARAKILIC,2966
MISIRLI,2963
YASIN,2953
ABLAK,2952
BARDAK,2952
ALTIOK,2950
CIVI,2949
BEKIROGLU,2945
GOKDUMAN,2944
ALABAS,2943
GULSEVER,2942
DEVRIM,2941
ACAN,2939
YILGIN,2939
YAZ,2937
TEMIZEL,2937
KOCABEY,2936
VELIOGLU,2935
KATAR,2931
CEKIN,2930
OGUZHAN,2927
TASCIOGLU,2925
KIROGLU,2925
SULU,2923
TOMBUL,2923
PORTAKAL,2922
GUNGOREN,2916
DIZDAR,2915
BAYSAN,2914
DEVECIOGLU,2914
GUMUSTEKIN,2912
TURKCAN,2912
AYBEK,2911
CAPRAZ,2911
KONUR,2910
GOZUKARA,2909
ECEVIT,2909
TOPRAKCI,2902
BASARIR,2902
YAGCIOGLU,2900
DIKBAS,2900
TELLIOGLU,2896
DISLI,2894
HAKAN,2892
INCESU,2888
GULLER,2879
KARACOBAN,2879
UMUTLU,2878
OMEROGLU,2868
KARAKIS,2867
BALCIK,2867
MARAS,2866
CICEKLI,2864
TANYERI,2864
BOYLU,2858
DUGAN,2858
ELITAS,2856
YESILOVA,2855
DELIKTAS,2855
ERKAYA,2855
DENIZHAN,2852
BORAZAN,2851
MURATOGLU,2851
GOLCUK,2849
ZORBA,2849
BILEK,2847
AKSAHIN,2846
ALIS,2843
BULDU,2840
KABATAS,2840
KAFALI,2838
ALA,2838
GOKBULUT,2836
SUNER,2836
SANVERDI,2833
TOZLU,2831
TURKES,2829
ATALAN,2828
DEMIRDAS,2826
DALYAN,2825
GUMUSSOY,2824
ANDAC,2823
YUCEER,2820
ASIL,2820
DUYGU,2820
ULUTURK,2818
MAYDA,2817
BAKAY,2813
BADUR,2813
SEPETCI,2804
KARLIDAG,2803
ALTINDAL,2802
SECEN,2800
HEKIMOGLU,2800
KOCAER,2800
GOZCU,2800
GULMUS,2798
MERCIMEK,2798
KARADAVUT,2798
ULUKAYA,2797
CORUH,2793
HARMANKAYA,2792
AKSUT,2789
TIRPAN,2789
ERDIN,2788
KORUK,2787
UCKAN,2786
CANBAY,2785
KAPUSUZ,2782
BAKKAL,2782
KARAHASAN,2782
GUZEY,2779
ARVAS,2779
DEGIRMENCIOGLU,2778
SANCI,2777
SENAY,2775
TOR,2773
YAVUZER,2772
MULAYIM,2770
SAR,2769
KANBER,2769
KOCADAG,2767
KOCAL,2767
EYUBOGLU,2767
KAPAR,2766
TOPKARA,2766
AKCALI,2765
KACAK,2765
CAMLIBEL,2763
AKKUZU,2763
GENIS,2762
KILICKAYA,2758
KARAKAN,2758
GURHAN,2757
ERTEK,2756
SERBETCI,2755
YILMAZTURK,2755
TEPELI,2753
ZAMAN,2753
CEPNI,2750
ALTUNISIK,2749
TANIK,2746
BUBER,2745
ERDAS,2744
ARDUC,2743
TUTAK,2742
DOKUMACI,2738
BAHCE,2734
GOGEBAKAN,2733
YAKAN,2733
BOZYIGIT,2732
KEPENEK,2732
BAYRI,2732
DEMIRAYAK,2731
YASLI,2730
GENCEL,2727
KASAR,2726
HASDEMIR,2726
HAZIR,2726
ALIOGLU,2726
ARIN,2723
TASKAYA,2722
UZAR,2718
INAC,2717
UREN,2716
SARAY,2716
ELDEMIR,2713
KURTUL,2711
PEKGOZ,2711
ARGIN,2710
DALDAL,2709
CANAK,2708
ONARAN,2700
MERGEN,2700
BOY,2698
KURTULDU,2698
SAYLAN,2695
SOYDEMIR,2695
CUCE,2691
HAMURCU,2691
UCA,2691
SERBES,2691
AKSIN,2689
KETEN,2688
TUT,2688
BATU,2685
FIL,2685
KURTAY,2682
BUYUKKAYA,2678
DAYIOGLU,2678
ZURNACI,2678
MAT,2676
GULPINAR,2675
ILDIZ,2673
BUYRUK,2672
CAGLIYAN,2669
DASKIN,2668
TOKATLI,2668
BATIR,2666
OZAL,2664
TALAS,2662
DURMUSOGLU,2662
ABAK,2661
TUNAY,2660
OBUZ,2658
DERICI,2657
DILEKCI,2657
NIZAM,2656
KORAL,2653
KIRATLI,2650
AKSAY,2650
KARABAYIR,2649
TURKEN,2648
OZKAL,2648
SALAR,2645
DILLI,2640
GULSEVEN,2639
ERKUT,2638
KIZGIN,2637
BAYTEKIN,2636
GECIT,2636
ATSIZ,2635
AS,2635
AKTEKIN,2631
GUNGORMEZ,2629
ERDAG,2628
YESILTEPE,2628
CIBIK,2626
OZTEN,2626
ESIYOK,2623
GEBES,2623
KIZILARSLAN,2623
BITER,2622
DUMLUPINAR,2621
SERTEL,2620
KOCAAGA,2618
TEKCE,2613
UZUNKAYA,2613
KARAL,2611
ACIKBAS,2605
AGDAS,2603
YANGIN,2599
ANAC,2596
ERGENE,2594
GOKDAG,2593
CALAR,2592
ERDONMEZ,2585
SAL,2584
TASER,2584
GUNEYSU,2582
YURDAGUL,2580
BAKICI,2579
DOGANCI,2578
BENZER,2575
NAVRUZ,2575
GEDIKOGLU,2575
RECBER,2574
OSKAY,2574
ALCI,2573
TEBER,2573
VURAN,2572
KUT,2571
TULEK,2571
YENICERI,2569
SAV,2568
ALGIN,2564
KARASAKAL,2563
KAYABAS,2562
YASAN,2562
TUREL,2561
MERTOGLU,2560
SARIASLAN,2554
USTUNEL,2553
BILDIRICI,2553
KIRMAN,2551
AKSAK,2550
CAMOGLU,2550
KULAC,2549
BASIBUYUK,2548
ASICI,2547
GAZI,2547
SARIDAG,2546
OKATAN,2545
BEKMEZCI,2544
EMINOGLU,2540
KUTLUAY,2539
EMER,2538
KORHAN,2538
SELEN,2537
BESER,2537
SEREN,2537
SENGOZ,2535
EVIRGEN,2534
TOLU,2534
SARICAN,2532
CELEBIOGLU,2532
KARAOZ,2531
TASDAN,2531
UNLUTURK,2531
ALEV,2531
KURUCAY,2530
VURUCU,2529
ALAS,2528
SADIC,2527
OGMEN,2525
KAMALI,2521
TOKUR,2518
DALLI,2516
AYDINER,2516
KIS,2515
IREN,2515
ALTUNDAS,2513
UGRAS,2512
SAHINTURK,2511
GOKDENIZ,2509
BASAL,2506
SERDAROGLU,2506
SAMLI,2506
CORUK,2505
AYSAN,2504
DELIOGLU,2504
KULCU,2503
BAK,2501
HALILOGLU,2500
KAHVECIOGLU,2499
KUZGUN,2499
DUYAN,2499
HASAR,2498
SOZERI,2498
REIS,2494
AKBULAK,2493
TALI,2491
HASTURK,2490
OZKAYNAK,2489
TUNCBILEK,2489
GOKPINAR,2489
GORUCU,2486
GOZE,2486
HOSGOR,2485
TAHTACI,2485
GELIR,2484
KECE,2484
AYNACI,2484
SEFER,2483
ARTIK,2480
ON,2479
YONDEM,2478
OZBUDAK,2476
YETIK,2473
TASYUREK,2472
AGAN,2471
YOGURTCU,2471
CIRAKOGLU,2471
OZYILDIRIM,2467
AYBEY,2466
YANARDAG,2463
TURKERI,2462
DAVARCI,2462
KULEKCI,2458
UYUMAZ,2458
GUNHAN,2457
OZBEN,2455
BAHSI,2452
SELIMOGLU,2449
ALAK,2447
CEVAHIR,2447
KUCUKER,2444
KOSAN,2443
KASIM,2443
BAHCIVAN,2440
YAKA,2438
BEKLER,2438
KARASOY,2435
ELCIN,2435
KOCATAS,2434
MADRAN,2434
TOKA,2433
MENGI,2432
SERIM,2432
SACAN,2429
MAHMUTOGLU,2428
BEREKET,2425
IMIR,2425
BAYRAKLI,2424
ADSIZ,2423
KOKTEN,2423
SOMUNCU,2422
AVCILAR,2414
ZIREK,2413
KIZILTAN,2412
KARABEY,2411
AYKUL,2411
ULUSAN,2411
SALCI,2410
BAYRAKTAROGLU,2410
ALKAC,2408
ELIS,2407
KARABABA,2402
OZLUK,2401
GOKDOGAN,2401
YESILMEN,2400
GULSUN,2399
SULEYMANOGLU,2398
KUMRAL,2391
UREK,2390
KETENCI,2390
ANLI,2388
AKGUNES,2386
KARAOSMANOGLU,2386
KIREMITCI,2386
CELIKOGLU,2385
TEKIR,2384
ARTUC,2384
BASBOGA,2384
YAKUPOGLU,2381
YUMAK,2381
ALTUNEL,2380
TUGCU,2380
KOYMEN,2380
ARTAR,2379
ARSLANER,2377
ABANOZ,2377
CORAK,2376
AKMAZ,2375
AKSUNGUR,2373
YARICI,2370
SUN,2368
URESIN,2367
VARAN,2367
ELGUN,2366
SAVUR,2365
TUYLU,2364
ADANUR,2362
SULUK,2360
ACI,2359
TERLEMEZ,2359
INANIR,2355
DABAN,2355
URAS,2355
ULUPINAR,2352
GEVREK,2350
GUNDOGMUS,2348
TEKCAN,2347
EVCIL,2346
FILIK,2345
BULUS,2345
ALCAN,2344
AYSEL,2342
HORASAN,2342
AKYAZI,2340
BOZACI,2336
ARICA,2335
GULDAL,2335
AKYIL,2334
BOZOGLAN,2333
YAKICI,2330
ASLANTURK,2329
ASAL,2328
KILICER,2327
ILGAR,2326
CAYAN,2326
URUC,2324
GONULLU,2323
KALFA,2320
GELMEZ,2319
SAHINBAS,2318
TITIZ,2317
SONKAYA,2315
ERDEMLI,2314
KAYACIK,2312
YOL,2311
GUNENC,2310
TURANLI,2300
SAVASCI,2299
CAT,2298
ESSIZ,2298
AKCELIK,2298
SADIKOGLU,2298
CAPA,2296
GURE,2296
VARIS,2295
EKREN,2294
KALAN,2293
GURCAY,2293
BUTUNER,2292
ALPAR,2290
BATMAN,2290
ZEYTIN,2289
KONYA,2287
ALSAN,2286
DOST,2286
AKAYDIN,2284
OZSARI,2284
YUCA,2284
SADAK,2283
DIRLIK,2283
TONBUL,2279
ERBEY,2278
ISIKTAS,2278
AYDINALP,2278
ONEM,2277
ATAKUL,2276
VATAN,2276
AKBAYIR,2275
TANRIOVER,2275
AKGUNDUZ,2275
BAGRIYANIK,2274
KISI,2273
VERGILI,2271
HASANOGLU,2271
ICER,2269
AKI,2269
DANA,2269
INAM,2268
KARIP,2268
KARASAHIN,2267
KURUCU,2266
ERKILIC,2266
GULSEREN,2265
OZGUVEN,2265
SENGEL,2265
DEGIRMEN,2264
TURHAL,2257
DERYA,2256
KAYAPINAR,2255
BAYGIN,2255
OKUDAN,2255
DADAK,2249
DIZMAN,2246
HEKIM,2246
DALGIN,2245
MUNGAN,2243
KURUL,2243
HASIRCI,2241
KANDIL,2241
KARADERE,2240
OZYER,2238
SAMAN,2236
YATKIN,2236
ARMUTCU,2235
YESILIRMAK,2234
GEZGINCI,2232
SAPAN,2231
AKKOCA,2231
TUFEK,2229
DELIGOZ,2228
YUSUFOGLU,2228
KAYIR,2226
MARASLI,2225
BELGE,2225
SAYILGAN,2223
OZISIK,2223
AYSU,2221
BEDEL,2219
ODEN,2218
ASLANOGLU,2217
DUMANLI,2216
CETINBAS,2214
KIRBIYIK,2214
KARSLIOGLU,2212
ORTA,2212
BUYUKBAS,2211
UNLUER,2210
OKSUZOGLU,2209
YORUKOGLU,2209
BULUC,2208
SOFUOGLU,2208
ZEHIR,2205
OZTEMEL,2199
DEMIRLI,2198
DURUK,2197
ZEYTUN,2195
MUSTU,2193
GUNEN,2192
SOLAKOGLU,2192
ALTINDAS,2192
KARAKOCA,2191
ALACAM,2190
SALIHOGLU,2189
HIZ,2188
TEKINER,2187
ERIN,2185
DONAT,2184
FERIK,2184
KIRIM,2183
EMEKLI,2180
KOLDAS,2177
CEVHER,2173
CICEKCI,2173
CIRPAN,2173
DIRIL,2173
NACAK,2171
KAZDAL,2170
UC,2170
YAYLI,2168
YILDIZLI,2167
CAMBAZ,2167
MUTLUER,2166
AKBAYRAK,2166
ASMA,2165
OZDILEK,2165
YILANCI,2165
BAYIRLI,2165
ONAN,2164
CANIK,2163
ALUC,2163
KARAALP,2161
TAZEGUL,2159
BOZBAY,2155
KUTAY,2154
TULUM,2153
CETE,2153
OZUDOGRU,2153
SEVIN,2150
EMEKSIZ,2150
BAGRIACIK,2150
BEKDAS,2149
EREK,2149
MUFTUOGLU,2149
GUNDEM,2148
DONDER,2144
ASKER,2144
AKCADAG,2142
DOGER,2142
KESKINER,2142
GULLE,2142
KIZILKAN,2141
CETINDAG,2141
DERMAN,2140
ASLANHAN,2139
KUCUKASLAN,2138
GULCICEK,2138
OGUTCU,2137
KAFADAR,2137
MANTAR,2137
MALCOK,2136
BULAK,2136
ARTUN,2135
GAZIOGLU,2134
SIT,2134
SALI,2134
KARABIBER,2133
CAKIRCA,2133
ONGEL,2129
BIRER,2127
OZDES,2126
ZENCIR,2126
KARAGUZEL,2126
GOLBASI,2125
TURCAN,2124
SARMAN,2123
AYVALI,2121
CAYLAN,2120
NURAL,2119
YUMUK,2115
ERENLER,2115
GONENC,2115
KARAMANLI,2115
KENDIRCI,2113
CADIRCI,2112
BASTAN,2110
SEKEROGLU,2109
SIRMA,2109
AZIZOGLU,2109
GUROL,2109
ODACI,2108
PEK,2108
TOYGAR,2108
SEREMET,2108
PEKMEZCI,2107
TALAN,2106
CANITEZ,2104
AZAKLI,2104
BAYDUR,2103
BOYUK,2102
BASBUG,2102
YAYLALI,2102
SALIM,2101
TELCI,2101
KIRCALI,2100
GOKCAN,2100
EKSIOGLU,2100
KOCAR,2097
MANSUROGLU,2094
AKPUNAR,2091
TOZAN,2091
TUMEN,2090
ERCIYES,2090
KELEK,2089
KONUKCU,2089
DURUR,2088
CEKICI,2086
VANLI,2086
CALIKOGLU,2086
BALKIS,2085
ALCIN,2084
KARAS,2083
BEK,2082
AVCIL,2080
ERTUG,2080
KOKTURK,2079
KAL,2079
TURKSOY,2078
ASA,2076
MANDACI,2075
MELEK,2074
KOYUNCUOGLU,2074
CAMLICA,2074
ORMANCI,2073
DAGISTAN,2073
AMAC,2068
AYKAL,2068
AYSAL,2068
BILTEKIN,2066
FENER,2066
MOR,2064
DANISMAZ,2064
SAVLI,2062
CARKCI,2061
CANKURTARAN,2059
CANGIR,2057
ULUER,2056
ISBILEN,2056
BARLAK,2054
YURTOGLU,2054
AYVERDI,2053
SAYIR,2053
BILIM,2052
BEKEN,2052
CAP,2052
TUZ,2050
ZABUN,2049
CACAN,2049
SURAL,2049
SERTDEMIR,2048
SATI,2048
BAKSI,2048
ADAS,2047
FIDANCI,2046
SENYIGIT,2044
ELVEREN,2044
KAYIK,2044
BONCUK,2044
HAZER,2041
KOLUKISA,2040
GULDALI,2039
AKEL,2038
DERVISOGLU,2036
PASAOGLU,2034
BASLI,2033
GOKTEKIN,2032
AKOVA,2031
AKICI,2030
GUNGORMUS,2028
SIR,2027
CENIK,2024
KODAL,2023
BERKTAS,2022
GUNDAY,2022
IBILI,2021
AKGUC,2021
BINAY,2020
CIRACI,2020
SECILMIS,2019
EGRI,2018
BURSALI,2018
BUYUKTAS,2017
SEYIS,2015
SOGANCI,2015
KANSIZ,2014
SIGIRCI,2012
TURKELI,2011
KUCUKYILMAZ,2011
KOSELER,2008
CAYCI,2006
KADER,2005
SATAR,2003
KURTULAN,2001
KIZILTOPRAK,2001
AYDAS,2000
ILDENIZ,2000
EMANET,2000
BOKE,1998
OZCOBAN,1998
CAGLAK,1997
ANGIN,1997
TUTAN,1997
KARABUGA,1997
KABUL,1996
ERAYDIN,1995
SACLI,1995
GUDUK,1995
YAGAR,1993
HOS,1993
YAMANER,1993
KOSEN,1992
SAHINGOZ,1992
TEL,1992
AKOZ,1991
PANCAR,1990
BISKIN,1990
GURCU,1989
SEREF,1988
ERAY,1988
BULGAN,1987
FURUNCU,1986
BIRSEN,1985
ALMA,1985
KARAMESE,1985
BASUT,1985
ERCELIK,1984
TOPDEMIR,1984
GOCMEZ,1983
KANGAL,1983
CANAN,1983
IMREN,1983
YALCINER,1981
SIPAL,1980
CIDEM,1980
ERALP,1979
SARIDOGAN,1978
DEMIRTURK,1977
KANYILMAZ,1975
CAVAS,1974
IRIS,1973
YORGANCI,1972
ISLAM,1972
MOLLAOGLU,1971
DALKIC,1970
ASLANER,1968
BASEGMEZ,1967
GUNDOGAR,1965
BUZ,1965
AYANOGLU,1964
TIFTIK,1963
YARALI,1962
KALYON,1961
CELTIK,1960
KAPCAK,1960
DURUSOY,1960
TANRIVER,1957
TUMKAYA,1956
YARAN,1955
BAYOGLU,1954
TAHTA,1953
ILCI,1953
ATESOGLU,1952
DALAR,1952
ISIN,1952
BESLER,1950
ACAY,1950
KUNDUZ,1950
PACACI,1949
SALLI,1949
TEZ,1948
TEKGOZ,1948
KIRDAR,1948
SUR,1948
KISLA,1947
TAZE,1946
KAZAR,1945
KIPER,1945
YARAMIS,1944
IZMIRLI,1943
KAVUK,1942
SENKAYA,1941
KOS,1940
KEL,1940
AYDOS,1940
EROGUL,1939
TAYYAR,1939
DOLAS,1938
SAKI,1938
DEMIRDELEN,1938
DALBUDAK,1937
BOZER,1936
TOZ,1933
TOKAC,1933
KIRAY,1932
OZCAKIR,1932
ERIKLI,1932
KOYBASI,1931
SALAN,1931
ISTANBULLU,1930
SARIER,1928
GUMUSAY,1927
REYHAN,1926
ERISEN,1926
UZEN,1925
ALKIN,1925
BENGI,1923
ZAN,1922
HIDIR,1921
ARITURK,1921
ISMAILOGLU,1921
KANAL,1920
GOKDERE,1920
EMEKTAR,1919
ERGAN,1919
ATACAN,1918
GUCER,1917
PACAL,1916
KAYGIN,1916
SELIM,1916
BEYAZTAS,1915
DUYMUS,1914
KONAR,1914
MAVIS,1912
CAGIL,1912
TASBAS,1912
UZMEZ,1911
CANOGLU,1911
SARAN,1911
CAMURCU,1910
BOZGEYIK,1909
ALOGLU,1908
TOKCAN,1908
CAMGOZ,1907
YILMAZOGLU,1906
TOGRUL,1906
YILDIZOGLU,1906
AKKILIC,1906
OZKANLI,1905
SEKMAN,1904
PORSUK,1903
KES,1903
KUSKU,1903
SAM,1900
HIZAL,1899
KARGA,1898
TIRYAKIOGLU,1898
SAYHAN,1897
OGAN,1897
KAYRAN,1896
KARAKELLE,1894
HAMZAOGLU,1894
DINGIL,1892
EDE,1891
YESILDAL,1891
KASAL,1889
AKCAL,1889
DONGEL,1889
KUREKCI,1889
KERIMOGLU,1888
BARCIN,1888
OZKOC,1888
ALPAYDIN,1885
AKGUMUS,1884
MORGUL,1884
BOZBEY,1883
CICI,1883
BELEK,1883
BARBAROS,1883
ULUDOGAN,1883
